program,willingness_to_pay,government_net_costs,reform_valuation,net_income_increase,program_cost,tax_revenue_increase,education_cost,prices_year,mvpf,bafoeg_valuation,bafoeg_cost,bafoeg_repayment,private_safer_traffic_valuation,utility_loss_helmet,helmet_cost,co2_emission_reducation,private_health_cost,value_added_tax_loss,public_health_cost,public_safer_traffic_valuation,valuation_lower_risk_of_dying,income_loss,earlier_labor_market_participation_net_income,earlier_labor_market_participation_tax_revenue,child_care_cost_reduction,benefit_receipt,tax_revenue_increase_children,cost_increased_travel_time,private_fuel_cost_saving,energy_tax_loss,local_emission_reduction,fiscal_externality,valuation_reduced_risk,government_net_costs_per_program_cost,willingness_to_pay_per_program_cost,fiscal_externality_per_euro,program_name,year,category,average_age_beneficiary,short_description,average_earnings_beneficiary,notes,Papers,Links
jobCreationSchemes,7035.959784,16961.98066,NA,7035.959784,17269.14153,0,NA,2005,0.414807676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-307.1608761,NA,NA,NA,NA,NA,NA,NA,0.982213309,0.407429621,-0.017786691,Job Creation Schemes,2005,Labor Market Policy,NA,"Job Creation Schemes ""Arbeitsbeschaffungsmaßnahmen"" are comprised of subsizied jobs aimed at  unemployed who would not be able to find a job otherwise. This measure is mostly employed in local labor markets with excess labor supply. The duration of the subsidy (between 900 and 1300€ payed to the employer) is usually limited to 12 months.",NA,NA,Hohmeyer & Wolff (2010),https://ideas.repec.org/p/iab/iabdpa/201021.html
jobSearchInformation,154.3487395,1.050420168,NA,154.3487395,1.050420168,0,NA,2011,146.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,146.94,0,Job Search Information Brochure,2011,Labor Market Policy,36.92,As part of a randomized field experiment a brochure that informs about the benefits of job search and the consequences of unemployment was sent to newly registered unemployed.,1593.225,NA,Altmann et al. (2018),https://ideas.repec.org/a/eee/pubeco/v164y2018icp33-49.html
longTraining,35763.85934,13810.8484,NA,35763.85934,13810.8484,0,NA,1993,2.589548324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.589548324,0,Long Training,1993,Labor Market Policy,35.2,Government sponsored Training Program lasting longer than 6 months,1396,NA,Lechner et. al. (2011),https://ideas.repec.org/a/bla/jeurec/v9y2011i4p742-784.html
maternityLeave79,568.3935686,2229.462209,NA,-769.2837569,2229.462209,0,NA,1992,0.254946492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1337.677326,0,NA,NA,NA,NA,NA,NA,1,0.254946492,0,Maternity Leave Reform 1979,1979,Familiy Policy,NA,"In 1979, the maternity leave coverage was extended  from 2 to 6 months. During these 6 months all entitled mothers received a maternal leave benefit of 750 Deutschmarks per month.",NA,NA,Dustmann & Schönberg (2011),https://academic.microsoft.com/paper/2075105139/
maternityLeave86,1079.314531,2218.0116,NA,-146.8896836,2229.462209,0,-11.45060948,1992,0.486613565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1226.204215,0,NA,NA,NA,NA,NA,NA,0.994863959,0.484114298,-0.005136041,Maternity Leave Reform 1986,1986,Familiy Policy,NA,"The 1986 maternity leave reform extended the period during which mothers had the right to return to their previous job and received maternity benefits from 6 to 10 months. At the same, the maternity benefit was reduced from 750 Deutschmarks to 600 Deutschmarks.",NA,NA,Dustmann & Schönberg (2011),https://academic.microsoft.com/paper/2075105139/
maternityLeave92,-1175.117469,-91.60487586,NA,-1175.117469,NA,0,-91.60487586,1992,12.82811049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maternity Leave Reform 1992,1992,Familiy Policy,NA,"In contrast to the maternity leave reforms in 1979 and 1986, the maternity benefit amount as well as the period of entitlement remained unchanged. Instead, the mother's right to return to their previous job was prolonged to 36 months.",NA,NA,Dustmann & Schönberg (2011),https://academic.microsoft.com/paper/2075105139/
mentoringBalu,25987.66548,3467.980905,NA,25987.66548,1015.228426,0,2452.752478,2013,7.493601089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.415961191,25.5978505,2.415961191,Mentoring Program Balu und Du,2011,Education,10,Elementary School students were assigned mentors who should encourage the acquisition of new ideas and skills.,NA,NA,Falk et. al. (2020),https://ideas.repec.org/p/ces/ceswps/_8382.html
negativeIncomeTax,2796.937995,4584.671558,2796.937995,NA,4584.671558,0,NA,2001,0.610062893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.610062893,0,Negative Income Tax Experiment,2001,Tax Reform,39.612,"Spermann & Strotmann (2006) evaluate the effects of what they call a negative income tax experiment. This is misleading because the experiment they are describing does not resemble what is typically considered a negative income tax as proposed by Milton Friedman. In the sense of Friedman, a negative income tax is a basic income that is gradually phased-out with increasing gross earnings. Instead, Spermann & Strotmann (2006) consider a experiment where long-term unemployed receive a  subsidy on top of their gross wage. The subsidy increases with the wage and can reach a maximum of up to 643 Deutschmark.",1278.225,NA,Spermann & Strotmann (2006),https://ideas.repec.org/p/iza/izadps/dp2067.html
oneEuroJobs,-284.1042168,2594.568874,NA,-284.1042168,2530.5,0,NA,NA,-0.109499586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.0688737,NA,NA,NA,NA,NA,NA,NA,1.025318662,-0.112271969,0.025318662,One Euro Jobs,2005,Labor Market Policy,NA,"One Euro Jobs ""Ein Euro Jobs"" are jobs which are assigned to long term unemployed to help them reintegrate into the labor market. These jobs are meant to be unpayed. However, the participants receive a compenstation of at leat one euro per hour worked.",NA,NA,Hohmeyer & Wolff (2010),https://ideas.repec.org/p/iab/iabdpa/201021.html
parentalLeave2007,2535.87455,2535.87455,NA,NA,2535.87455,0,NA,2013,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,Parental Leave Reform 2007,2007,Familiy Policy,29.76827,"In 2007, ""Elterngeld"" was introduced which replaced the fromer parental leave benefit ""Erziehungsgeld"". Under the new system, the amount of benefit is determined by the net income of the parent who is taking parental leave. For most parents the total benefit payment is higher even though the subsidy is payed for 12 months instead of previously 24 months.",2235.649,NA,Frodermann et al. (2020);Kluve & Tamm (2013),https://ideas.repec.org/p/iza/izadps/dp12935.html;https://ideas.repec.org/a/spr/jopoec/v26y2013i3p983-1005.html
placementService,813.332589,-231.646357,NA,813.332589,965.1157969,0,NA,2009,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1196.762154,NA,NA,NA,NA,NA,NA,NA,-0.240019237,0.842730574,-1.240019237,Inhouse Placement Service,2009,Labor Market Policy,50.1811,"Intensive Placement Services for unemployed can either be provided by the employment agency itself or it can be outsourced to a private contractor. The former is more expensive, but unemployed tend to show better labor market outcomes.",1543.018,NA,Krug & Stephan (2017),https://ideas.repec.org/p/iza/izadps/dp7403.html
practiceFirm,31638.30403,9130.737135,NA,31638.30403,9130.737135,0,NA,1993,3.46503284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.46503284,0,Practice Firm,1993,Labor Market Policy,36,Government sponsored training that simulates a job,1396,NA,Lechner et. al. (2011),https://ideas.repec.org/a/bla/jeurec/v9y2011i4p742-784.html
relocationAssistance,10029.56569,1343.607306,NA,10029.56569,1343.607306,0,NA,2006,7.46465552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.46465552,0,Relocation Assistance,2006,Labor Market Policy,37.71,Unemployed who cannot find a new job locally are eligible for relocation assistence which either covers the immediate costs of moving or subsidizes a secondary flat for up to six months.,2624.958,NA,Caliendo et al. (2011),https://ideas.repec.org/a/eee/pubeco/v148y2017icp136-151.html
retraining,50090.71203,29183.58832,NA,50090.71203,29183.58832,0,NA,1993,1.716400036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.716400036,0,Retraining,1993,Labor Market Policy,31,"Government sponsored training to obtain a new professional degree in a field other than the
profession currently held",1396,NA,Lechner et. al. (2011),https://ideas.repec.org/a/bla/jeurec/v9y2011i4p742-784.html
shortTraining,56204.88012,6173.852573,NA,56204.88012,6173.852573,0,NA,1993,9.10369651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9.10369651,0,Short Training,1993,Labor Market Policy,34.8,Government sponsored Training Program lasting less less then 6 months,1396,NA,Lechner et. al. (2011),https://ideas.repec.org/a/bla/jeurec/v9y2011i4p742-784.html
speedLimitA3,7829093.511,4679429.335,NA,NA,0,NA,NA,2012,1.67308724,NA,NA,NA,3744583.553,NA,NA,1102432.166,NA,1347659.363,NA,0,NA,NA,NA,NA,NA,NA,NA,-5180129.547,7069601.571,3331769.972,1092605.767,NA,NA,Inf,Inf,Inf,Speed Limit A3,2015,Traffic Regulation,NA,Potential Speed Limit of 130 kmph on German Autobahn A3,NA,NA,Thiedig (2018),https://ideas.repec.org/p/zbw/fubsbe/201817.html
speedLimitA61,8647917.095,9351317.875,NA,NA,0,NA,NA,2012,0.924780572,NA,NA,NA,3620630.934,NA,NA,2203085.248,NA,2693145.674,NA,0,NA,NA,NA,NA,NA,NA,NA,-13455926.82,14127854.18,6658172.201,2152273.553,NA,NA,Inf,Inf,Inf,Speed Limit A61,2015,Traffic Regulation,NA,Potential Speed Limit of 130 kmph on German Autobahn A61,NA,NA,Thiedig (2018),https://ideas.repec.org/p/zbw/fubsbe/201817.html
sportsExpenditure,851.2836063,56.53710247,NA,851.2836063,56.53710247,0,NA,2004,15.05707879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15.05707879,0,Sports Expenditure,2004,Health Program,37.63,Increasing the public expenditure on sports facilities is found to have large effects on gross earnings of men.,2731,NA,Pawlowski et al. (2019),https://ideas.repec.org/p/diw/diwsop/diw_sp1040.html
startupGrant,34612.56393,11272.52243,NA,34612.56393,11272.52243,0,NA,2009,3.070525177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.070525177,0,Start Up Grant,2009,Labor Market Policy,40.969,"The start up Grant is the follow up program to the  bridging allowance ""Überbrückungsgeld"" and start up subsidy ""Existenzgründungszuschuss"" which were replaced in 2006. This subsidy pays the individual unemloyment benefit for 6 months and an additional 300 euros for up to 15 months.",2047.962,NA,Caliendo et. al. (2016),https://ideas.repec.org/a/eee/eecrev/v86y2016icp87-108.html
startupSubsidy,24151.60987,17126.32377,NA,24151.60987,17126.32377,0,NA,2003,1.410203976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.410203976,0,Start Up Subsidy,2003,Labor Market Policy,38.86,"The start up subsidy ""Existenzgründungszuschuss"" was a subsidy that was payed for 3 years to start up founders who received unemployment benefits before entering self-employment.",1459.378,NA,Caliendo & Künn (2011),https://ideas.repec.org/a/eee/pubeco/v95y2011i3p311-331.html
subsidizedJobOpportunities,8019.944028,23900.24746,NA,8019.944028,24257.5406,0,NA,2005,0.335559037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-357.2931476,NA,NA,NA,NA,NA,NA,NA,0.985270842,0.330616535,-0.014729158,Subsidized Job Opportunities,2005,Labor Market Policy,NA,"Similar to  Job Creation Schemes, Subsidized Job Opportunities ""Arbeitsgelegenheiten"" are jobs where the employer receives a subsidy. The focus of subsidized job opportunities lies on reintegration. The amount of subsidy payed to the employer is not fixed and the types of jobs that can be subsizied  is more broad.",NA,NA,Hohmeyer & Wolff (2010),https://ideas.repec.org/p/iab/iabdpa/201021.html
taxReform1990,1,-0.192404168,NA,NA,1,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.192404168,NA,-0.192404168,1,-1.192404168,Top Tax Reform 1990,1990,Top Tax Reform,NA,In 1990 Germany reduced the top tax rate from 56% to 53%,NA,NA,Atkinson & Piketty (2010);Gottfried & Schellhorn (2004),"https://ideas.repec.org/p/iaw/iawdip/15.html;https://ideas.repec.org/p/iaw/iawdip/15.html
"
taxReform2000,1,0.352185679,NA,NA,1,NA,NA,NA,2.839411312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.647814321,NA,0.352185679,1,-0.647814321,Top Tax Reform 2000,2000,Top Tax Reform,NA,Between 2001 and 2005 Germany reduced the top tax rate from 53% to 42%,NA,NA,Doerrenberg et. al. (2017);Clementi and Gallegati (2005),"https://ideas.repec.org/a/eee/pubeco/v151y2017icp41-55.html;https://ideas.repec.org/p/arx/papers/physics-0504217.html
"
trainingMeasures,8856.276282,871.0888611,NA,8856.276282,871.0888611,0,NA,2000,10.16690337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10.16690337,0,Training Measures,2000,Labor Market Policy,37,"Government sponsored short-term training programs ""Trainingsmaßnahmen"", which where introduced again in 1998 after being abolished in 1993",NA,NA,Biewen et. al. (2014),https://ideas.repec.org/a/ucp/jlabec/doi10.1086-677233.html
trainingVoucher,-9896.493794,2687.008543,NA,-9896.493794,2687.008543,0,NA,2003,-3.683089813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-3.683089813,0,Training Voucher,2003,Labor Market Policy,39.03,"Training Vouchers ""Bildungsgutscheine"" are awarded to unemployed to allow them to participate in training programs usually lasting between several months and 3 years.",1901.21,NA,Doerr et. al. (2014);Huber et al. (2018),https://ideas.repec.org/p/iza/izadps/dp8454.html;https://ideas.repec.org/p/cpr/ceprdp/10650.html
tuitionFees,-7439.901155,-1963.625434,NA,-5794.072889,-3733.814892,0,-317.797168,2008,3.788859639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.525903263,1.992573646,-0.474096737,Tuition Fees,2008,Education,21,In 2006 and 2007 some German federal states introduced tuition fees of about 1000€ per year. All tuition fees in Germany have since been abolished again. Lower Saxony was the last state to scrap tuition fees in 2015.,NA,NA,Gorgen & Schienle (2019);Bruckmeier & Wigger (2014),https://ideas.repec.org/p/arx/papers/1909.08299.html;https://ideas.repec.org/a/eee/ecoedu/v41y2014icp14-23.html
unemploymentBenefits2002,1.404358354,1.730960786,NA,NA,1.210653753,NA,NA,2002,0.811317255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.520307033,0.1937046,1.429773609,1.16,0.429773609,Unemployment Benefits Age 45,2002,Unemployment Insurance,45,"A discountinuity at the age of 45 in the German federal unemployment insurance system can be exploited to estimate the efficiency costs associated with expanding unemployment insurance for 45 year olds in Germany. Together with results from the theoretical literature on unemployment benefits, it is possible to calculate the implied MVPF.",1999.866,NA,Caliendo et al. (2013);Schmieder & von Wachter (2016),https://ideas.repec.org/a/wly/japmet/v28y2013i4p604-627.html;https://ideas.repec.org/a/anr/reveco/v8y2016p547-581.html
unemploymentBenefits2006,-1.324200913,-1.163650809,NA,NA,-1.141552511,NA,NA,2006,1.137971033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.022098297,-0.182648402,1.019358108,1.16,0.019358108,Unemployment Benefits Hartz Reform,2006,Unemployment Insurance,50.4924,"In 2006 the unemployment benefit duration was cut as part of the Hartz reforms. In contrast to the other studies which evaluate unemployment benefits, identification is not based on discontinuities in the benefit scheme but rather on the fact that not all age groups were affected by the Hartz reform. The MVPF is calculated for individuals who underwent medical rehabilitation treatments.",NA,NA,Petrunyk & Pfeifer (2018);Schmieder et al. (2012);Schmieder & von Wachter (2016),https://ideas.repec.org/p/iza/izadps/dp11300.html;https://ideas.repec.org/a/oup/qjecon/v127y2012i2p701-752.html;https://ideas.repec.org/a/anr/reveco/v8y2016p547-581.html
unemploymentBenefits42,1.613351878,1.551027973,NA,NA,1.390820584,NA,NA,1993,1.040182321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.160207389,0.222531293,1.115189113,1.16,0.115189113,Unemployment Benefits Age 42,1993,Unemployment Insurance,42,"A discountinuity at the age of 42 in the German federal unemployment insurance system can be exploited to estimate the efficiency costs associated with expanding unemployment insurance for 42 year olds in Germany. Together with results from the theoretical literature on unemployment benefits, it is possible to calculate the implied MVPF.",1934.5,NA,Schmieder et al. (2012);Schmieder & von Wachter (2016),https://ideas.repec.org/a/oup/qjecon/v127y2012i2p701-752.html;https://ideas.repec.org/a/anr/reveco/v8y2016p547-581.html
unemploymentBenefits44,1.613351878,1.570191361,NA,NA,1.390820584,NA,NA,1993,1.027487425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.179370776,0.222531293,1.128967588,1.16,0.128967588,Unemployment Benefits Age 44,1993,Unemployment Insurance,44,"A discountinuity at the age of 44 in the German federal unemployment insurance system can be exploited to estimate the efficiency costs associated with expanding unemployment insurance for 44 year olds in Germany. Together with results from the theoretical literature on unemployment benefits, it is possible to calculate the implied MVPF.",1928.417,NA,Schmieder et al. (2012);Schmieder & von Wachter (2016),https://ideas.repec.org/a/oup/qjecon/v127y2012i2p701-752.html;https://ideas.repec.org/a/anr/reveco/v8y2016p547-581.html
unemploymentBenefits49,1.613351878,1.583167174,NA,NA,1.390820584,NA,NA,1993,1.019066024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19234659,0.222531293,1.138297198,1.16,0.138297198,Unemployment Benefits Age 49,1993,Unemployment Insurance,42,"A discountinuity at the age of 49 in the German federal unemployment insurance system can be exploited to estimate the efficiency costs associated with expanding unemployment insurance for 49 year olds in Germany. Together with results from the theoretical literature on unemployment benefits, it is possible to calculate the implied MVPF.",1925.375,NA,Schmieder et al. (2012);Schmieder & von Wachter (2016),https://ideas.repec.org/a/oup/qjecon/v127y2012i2p701-752.html;https://ideas.repec.org/a/anr/reveco/v8y2016p547-581.html
