"program","willingness_to_pay","government_net_costs","reform_valuation","net_income_increase","program_cost","tax_revenue_increase","education_cost","prices_year","mvpf","bafoeg_valuation","bafoeg_cost","bafoeg_repayment","private_safer_traffic_valuation","utility_loss_helmet","helmet_cost","co2_emission_reducation","private_health_cost","value_added_tax_loss","public_health_cost","public_safer_traffic_valuation","valuation_lower_risk_of_dying","income_loss","earlier_labor_market_participation_net_income","earlier_labor_market_participation_tax_revenue","child_care_cost_reduction","benefit_receipt","tax_revenue_increase_children","cost_increased_travel_time","private_fuel_cost_saving","energy_tax_loss","local_emission_reduction","fiscal_externality","valuation_reduced_risk","government_net_costs_per_program_cost","willingness_to_pay_per_program_cost","fiscal_externality_per_euro","program_name","year","category","average_age_beneficiary","short_description","average_earnings_beneficiary","notes","Papers","Links"
"jobCreationSchemes",3844.04580681085,20107.8420770546,NA,3844.04580681085,17269.1415313225,-3145.12838739069,NA,2005,0.191171473899596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-306.427841658581,NA,NA,NA,NA,NA,NA,NA,1.16437994561474,0.222596230382302,0.164379945614744,"Job Creation Schemes",2005,"Labor Market Policy",NA,"Job Creation Schemes ""Arbeitsbeschaffungsmaßnahmen"" are comprised of subsizied jobs aimed at  unemployed who would not be able to find a job otherwise. This measure is mostly employed in local labor markets with excess labor supply. The duration of the subsidy (between 900 and 1300€ payed to the employer) is usually limited to 12 months.",NA,NA,"Hohmeyer & Wolff (2010)","https://ideas.repec.org/p/iab/iabdpa/201021.html"
"jobSearchInformation",84.89180672269,-68.4065126050435,NA,84.89180672269,1.05042016806723,69.4569327731107,NA,2011,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65.1230000000014,80.8170000000009,-66.1230000000014,"Job Search Information Brochure",2011,"Labor Market Policy",36.92,"As part of a randomized field experiment a brochure that informs about the benefits of job search and the consequences of unemployment was sent to newly registered unemployed.",1593.225,NA,"Altmann et al. (2018)","https://ideas.repec.org/a/eee/pubeco/v164y2018icp33-49.html"
"longTraining",18402.8173556194,-1246.00216313232,NA,18402.8173556194,13810.8484005563,-15056.8505636886,NA,1993,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0902190891532866,1.33248999785402,-1.09021908915329,"Long Training",1993,"Labor Market Policy",35.2,"Government sponsored Training Program lasting longer than 6 months",1396,NA,"Lechner et. al. (2011)","https://ideas.repec.org/a/bla/jeurec/v9y2011i4p742-784.html"
"maternityLeave79",1151.66598199021,2981.42525893453,NA,-186.011343591183,2229.46220930233,599.771950330339,NA,1992,0.386280346468179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1337.6773255814,152.19109930187,NA,NA,NA,NA,NA,NA,1.33728450138992,0.516566720523425,0.337284501389922,"Maternity Leave Reform 1979",1979,"Familiy Policy",NA,"In 1979, the maternity leave coverage was extended  from 2 to 6 months. During these 6 months all entitled mothers received a maternal leave benefit of 750 Deutschmarks per month.",NA,NA,"Dustmann & Schönberg (2011)","https://academic.microsoft.com/paper/2075105139/"
"maternityLeave86",1194.18476645576,4496.50721936702,NA,-32.0194486605196,2229.46220930233,2249.21321769292,-8.36593835047052,1992,0.265580529107628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1226.20421511628,26.1977307222433,NA,NA,NA,NA,NA,NA,2.01685733922986,0.535638039287268,1.01685733922986,"Maternity Leave Reform 1986",1986,"Familiy Policy",NA,"The 1986 maternity leave reform extended the period during which mothers had the right to return to their previous job and received maternity benefits from 6 to 10 months. At the same, the maternity benefit was reduced from 750 Deutschmarks to 600 Deutschmarks.",NA,NA,"Dustmann & Schönberg (2011)","https://academic.microsoft.com/paper/2075105139/"
"maternityLeave92",-256.155589284156,2022.95439132619,NA,-256.155589284156,NA,1880.30005235201,-66.9275068037641,1992,-0.126624500474392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.581845777946,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maternity Leave Reform 1992",1992,"Familiy Policy",NA,"In contrast to the maternity leave reforms in 1979 and 1986, the maternity benefit amount as well as the period of entitlement remained unchanged. Instead, the mother's right to return to their previous job was prolonged to 36 months.",NA,NA,"Dustmann & Schönberg (2011)","https://academic.microsoft.com/paper/2075105139/"
"mentoringBalu",6892.04859874297,-2397.19279930345,NA,6892.04859874297,1015.22842639594,-5638.94885351698,2226.52762781759,2013,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.3612349073139,6.78866786976183,-3.3612349073139,"Mentoring Program Balu und Du",2011,"Education",10,"Elementary School students were assigned mentors who should encourage the acquisition of new ideas and skills.",NA,NA,"Falk et. al. (2020)","https://ideas.repec.org/p/ces/ceswps/_8382.html"
"negativeIncomeTax",2796.93799467531,4382.30799507975,2796.93799467531,NA,4584.67155828221,202.363563202455,NA,2001,0.638234007699956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.955860837438424,0.610062893081761,-0.0441391625615765,"Negative Income Tax Experiment",2001,"Tax Reform",39.612,"Spermann & Strotmann (2006) evaluate the effects of what they call a negative income tax experiment. This is misleading because the experiment they are describing does not resemble what is typically considered a negative income tax as proposed by Milton Friedman. In the sense of Friedman, a negative income tax is a basic income that is gradually phased-out with increasing gross earnings. Instead, Spermann & Strotmann (2006) consider a experiment where long-term unemployed receive a  subsidy on top of their gross wage. The subsidy increases with the wage and can reach a maximum of up to 643 Deutschmark.",1278.225,NA,"Spermann & Strotmann (2006)","https://ideas.repec.org/p/iza/izadps/dp2067.html"
"oneEuroJobs",-157.185426535157,2465.05094872407,NA,-157.185426535157,2530.5,128.606258074219,NA,NA,-0.063765589354864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.1572067982845,NA,NA,NA,NA,NA,NA,NA,0.974135921250372,-0.0621163511302733,-0.0258640787496283,"One Euro Jobs",2005,"Labor Market Policy",NA,"One Euro Jobs ""Ein Euro Jobs"" are jobs which are assigned to long term unemployed to help them reintegrate into the labor market. These jobs are meant to be unpayed. However, the participants receive a compenstation of at leat one euro per hour worked.",NA,NA,"Hohmeyer & Wolff (2010)","https://ideas.repec.org/p/iab/iabdpa/201021.html"
"parentalLeave2007",2606.13932602975,-47.2318673581609,NA,NA,2606.13932602975,-2653.37119338791,NA,2013,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0181233086375758,1,-1.01812330863758,"Parental Leave Reform 2007",2007,"Familiy Policy",29.76827,"In 2007, ""Elterngeld"" was introduced which replaced the fromer parental leave benefit ""Erziehungsgeld"". Under the new system, the amount of benefit is determined by the net income of the parent who is taking parental leave. For most parents the total benefit payment is higher even though the subsidy is payed for 12 months instead of previously 24 months.",2235.649,NA,"Frodermann et al. (2020);Kluve & Tamm (2013)","https://ideas.repec.org/p/iza/izadps/dp12935.html;https://ideas.repec.org/a/spr/jopoec/v26y2013i3p983-1005.html"
"placementService",813.332589000893,-404.189661222409,NA,813.332589000893,965.115796861044,-172.543304198037,NA,2009,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1196.76215388542,NA,NA,NA,NA,NA,NA,NA,-0.418799135333813,0.842730573518937,-1.41879913533381,"Inhouse Placement Service",2009,"Labor Market Policy",50.1811,"Intensive Placement Services for unemployed can either be provided by the employment agency itself or it can be outsourced to a private contractor. The former is more expensive, but unemployed tend to show better labor market outcomes.",1543.018,NA,"Krug & Stephan (2017)","https://ideas.repec.org/p/iza/izadps/dp7403.html"
"practiceFirm",16279.9524802254,-4189.2239852748,NA,16279.9524802254,9130.7371349096,-13319.9611201844,NA,1993,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.458804576605115,1.78298337140625,-1.45880457660511,"Practice Firm",1993,"Labor Market Policy",36,"Government sponsored training that simulates a job",1396,NA,"Lechner et. al. (2011)","https://ideas.repec.org/a/bla/jeurec/v9y2011i4p742-784.html"
"relocationAssistance",5462.97164528184,-3126.09676747634,NA,5462.97164528184,1343.60730593607,-4469.70407341241,NA,2006,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.32664466296455,4.06589903251223,-3.32664466296455,"Relocation Assistance",2006,"Labor Market Policy",37.71,"Unemployed who cannot find a new job locally are eligible for relocation assistence which either covers the immediate costs of moving or subsidizes a secondary flat for up to six months.",2624.958,NA,"Caliendo et al. (2011)","https://ideas.repec.org/a/eee/pubeco/v148y2017icp136-151.html"
"retraining",25774.9091376131,8095.02629542362,NA,25774.9091376131,29183.5883171071,-21088.5620216835,NA,1993,3.18404266977916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27738282926224,0.88319876423504,-0.72261717073776,"Retraining",1993,"Labor Market Policy",31,"Government sponsored training to obtain a new professional degree in a field other than the
profession currently held",1396,NA,"Lechner et. al. (2011)","https://ideas.repec.org/a/bla/jeurec/v9y2011i4p742-784.html"
"shortTraining",28921.0438306555,-17488.8196520637,NA,28921.0438306555,6173.85257301808,-23662.6722250818,NA,1993,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.83272388597292,4.68444030507801,-3.83272388597292,"Short Training",1993,"Labor Market Policy",34.8,"Government sponsored Training Program lasting less less then 6 months",1396,NA,"Lechner et. al. (2011)","https://ideas.repec.org/a/bla/jeurec/v9y2011i4p742-784.html"
"speedLimitA3",7197563.78184597,4047899.60643196,NA,NA,0,NA,NA,2012,1.77809839216598,NA,NA,NA,3113053.82415037,NA,NA,1102432.16632338,NA,1347659.36299909,NA,-631529.728795121,NA,NA,NA,NA,NA,NA,NA,-5180129.54685891,7069601.57098087,3331769.97222799,1092605.76725026,NA,NA,Inf,Inf,Inf,"Speed Limit A3",2015,"Traffic Regulation",NA,"Potential Speed Limit of 130 kmph on German Autobahn A3",NA,NA,"Thiedig (2018)","https://ideas.repec.org/p/zbw/fubsbe/201817.html"
"speedLimitA61",8037292.16403907,8740692.94410533,NA,NA,0,NA,NA,2012,0.919525741887475,NA,NA,NA,3010006.00349702,NA,NA,2203085.2476828,NA,2693145.67360625,NA,-610624.93051464,NA,NA,NA,NA,NA,NA,NA,-13455926.8177137,14127854.1775348,6658172.20101372,2152273.5530381,NA,NA,Inf,Inf,Inf,"Speed Limit A61",2015,"Traffic Regulation",NA,"Potential Speed Limit of 130 kmph on German Autobahn A61",NA,NA,"Thiedig (2018)","https://ideas.repec.org/p/zbw/fubsbe/201817.html"
"sportsExpenditure",450.199758429409,-311.808154423292,NA,450.199758429409,56.5371024734982,-368.34525689679,NA,2004,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.51510673136198,7.96290822722018,-6.51510673136198,"Sports Expenditure",2004,"Health Program",37.63,"Increasing the public expenditure on sports facilities is found to have large effects on gross earnings of men.",2731,NA,"Pawlowski et al. (2019)","https://ideas.repec.org/p/diw/diwsop/diw_sp1040.html"
"startupGrant",32332.4449887627,-15200.0626854933,NA,32332.4449887627,11253.7559416761,-26453.8186271695,NA,2009,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.35066574788625,2.87303591408319,-2.35066574788625,"Start Up Grant",2009,"Labor Market Policy",40.969,"The start up Grant is the follow up program to the  bridging allowance ""Überbrückungsgeld"" and start up subsidy ""Existenzgründungszuschuss"" which were replaced in 2006. This subsidy pays the individual unemloyment benefit for 6 months and an additional 300 euros for up to 15 months.",2047.962,NA,"Caliendo et. al. (2016)","https://ideas.repec.org/a/eee/eecrev/v86y2016icp87-108.html"
"startupSubsidy",22560.611200128,-1561.85437534109,NA,22560.611200128,16896.8275156728,-18458.6818910139,NA,2003,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0924347706036758,1.33519805296005,-1.09243477060368,"Start Up Subsidy",2003,"Labor Market Policy",38.86,"The start up subsidy ""Existenzgründungszuschuss"" was a subsidy that was payed for 3 years to start up founders who received unemployment benefits before entering self-employment.",1459.378,NA,"Caliendo & Künn (2011)","https://ideas.repec.org/a/eee/pubeco/v95y2011i3p311-331.html"
"subsidizedJobOpportunities",4365.34503750317,27474.0784021789,NA,4365.34503750317,24257.5406032483,-3571.64593977532,NA,2005,0.158889589437765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-355.108140844674,NA,NA,NA,NA,NA,NA,NA,1.13259950180192,0.179958269838725,0.132599501801923,"Subsidized Job Opportunities",2005,"Labor Market Policy",NA,"Similar to  Job Creation Schemes, Subsidized Job Opportunities ""Arbeitsgelegenheiten"" are jobs where the employer receives a subsidy. The focus of subsidized job opportunities lies on reintegration. The amount of subsidy payed to the employer is not fixed and the types of jobs that can be subsizied  is more broad.",NA,NA,"Hohmeyer & Wolff (2010)","https://ideas.repec.org/p/iab/iabdpa/201021.html"
"taxReform1990",1,-0.19240416827853,NA,NA,1,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.19240416827853,NA,-0.19240416827853,1,-1.19240416827853,"Top Tax Reform 1990",1990,"Top Tax Reform",NA,"In 1990 Germany reduced the top tax rate from 56% to 53%",NA,NA,"Atkinson & Piketty (2010);Gottfried & Schellhorn (2004)","https://ideas.repec.org/p/iaw/iawdip/15.html;https://ideas.repec.org/p/iaw/iawdip/15.html
"
"taxReform2000",1,0.352185678650037,NA,NA,1,NA,NA,NA,2.83941131233133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.647814321349963,NA,0.352185678650037,1,-0.647814321349963,"Top Tax Reform 2000",2000,"Top Tax Reform",NA,"Between 2001 and 2005 Germany reduced the top tax rate from 53% to 42%",NA,NA,"Doerrenberg et. al. (2017);Clementi and Gallegati (2005)","https://ideas.repec.org/a/eee/pubeco/v151y2017icp41-55.html;https://ideas.repec.org/p/arx/papers/physics-0504217.html
"
"trainingMeasures",4522.66964979071,-2829.27721602515,NA,4522.66964979071,871.088861076345,-3700.3660771015,NA,2000,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.24797772356911,5.19197277325111,-4.24797772356911,"Training Measures",2000,"Labor Market Policy",37,"Government sponsored short-term training programs ""Trainingsmaßnahmen"", which where introduced again in 1998 after being abolished in 1993",NA,NA,"Biewen et. al. (2014)","https://ideas.repec.org/a/ucp/jlabec/doi10.1086-677233.html"
"trainingVoucher",-5329.18926207411,7047.25430301805,NA,-5329.18926207411,2687.00854313925,4360.24575987881,NA,2003,-0.756207883656452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6227137688162,-1.98331682855313,1.6227137688162,"Training Voucher",2003,"Labor Market Policy",39.03,"Training Vouchers ""Bildungsgutscheine"" are awarded to unemployed to allow them to participate in training programs usually lasting between several months and 3 years.",1901.21,NA,"Doerr et. al. (2014);Huber et al. (2018)","https://ideas.repec.org/p/iza/izadps/dp8454.html;https://ideas.repec.org/p/cpr/ceprdp/10650.html"
"tuitionFees",-3267.13920360436,-511.269633608603,NA,-1683.37983093587,-3593.0020478425,1377.31077076571,-304.821031705815,2008,6.39024692420025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142295948290819,0.909306245891563,-0.857704051709181,"Tuition Fees",2008,"Education",21,"In 2006 and 2007 some German federal states introduced tuition fees of about 1000€ per year. All tuition fees in Germany have since been abolished again. Lower Saxony was the last state to scrap tuition fees in 2015.",NA,NA,"Gorgen & Schienle (2019);Bruckmeier & Wigger (2014)","https://ideas.repec.org/p/arx/papers/1909.08299.html;https://ideas.repec.org/a/eee/ecoedu/v41y2014icp14-23.html"
"unemploymentBenefits2002",1.4043583535109,2.59414634126629,NA,NA,1.21065375302663,NA,NA,2002,0.54135664251901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38349258823966,0.193704600484261,2.14276487788596,1.16,1.14276487788596,"Unemployment Benefits Age 45",2002,"Unemployment Insurance",45,"A discountinuity at the age of 45 in the German federal unemployment insurance system can be exploited to estimate the efficiency costs associated with expanding unemployment insurance for 45 year olds in Germany. Together with results from the theoretical literature on unemployment benefits, it is possible to calculate the implied MVPF.",1999.866,NA,"Caliendo et al. (2013);Schmieder & von Wachter (2016)","https://ideas.repec.org/a/wly/japmet/v28y2013i4p604-627.html;https://ideas.repec.org/a/anr/reveco/v8y2016p547-581.html"
"unemploymentBenefits2006",-1.32420091324201,-1.25463630229669,NA,NA,-1.14155251141553,NA,NA,2006,1.05544603708499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.113083790881164,-0.182648401826484,1.0990614008119,1.16,0.0990614008119,"Unemployment Benefits Hartz Reform",2006,"Unemployment Insurance",50.4924,"In 2006 the unemployment benefit duration was cut as part of the Hartz reforms. In contrast to the other studies which evaluate unemployment benefits, identification is not based on discontinuities in the benefit scheme but rather on the fact that not all age groups were affected by the Hartz reform. The MVPF is calculated for individuals who underwent medical rehabilitation treatments.",NA,NA,"Petrunyk & Pfeifer (2018);Schmieder et al. (2012);Schmieder & von Wachter (2016)","https://ideas.repec.org/p/iza/izadps/dp11300.html;https://ideas.repec.org/a/oup/qjecon/v127y2012i2p701-752.html;https://ideas.repec.org/a/anr/reveco/v8y2016p547-581.html"
"unemploymentBenefits42",1.61335187760779,1.9354977666928,NA,NA,1.39082058414465,NA,NA,1993,0.833559152261143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.544677182548159,0.222531293463143,1.39162289425213,1.16,0.391622894252126,"Unemployment Benefits Age 42",1993,"Unemployment Insurance",42,"A discountinuity at the age of 42 in the German federal unemployment insurance system can be exploited to estimate the efficiency costs associated with expanding unemployment insurance for 42 year olds in Germany. Together with results from the theoretical literature on unemployment benefits, it is possible to calculate the implied MVPF.",1934.5,NA,"Schmieder et al. (2012);Schmieder & von Wachter (2016)","https://ideas.repec.org/a/oup/qjecon/v127y2012i2p701-752.html;https://ideas.repec.org/a/anr/reveco/v8y2016p547-581.html"
"unemploymentBenefits44",1.61335187760779,1.92815354128753,NA,NA,1.39082058414465,NA,NA,1993,0.836734130898345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.537332957142885,0.222531293463143,1.38634239618573,1.16,0.386342396185734,"Unemployment Benefits Age 44",1993,"Unemployment Insurance",44,"A discountinuity at the age of 44 in the German federal unemployment insurance system can be exploited to estimate the efficiency costs associated with expanding unemployment insurance for 44 year olds in Germany. Together with results from the theoretical literature on unemployment benefits, it is possible to calculate the implied MVPF.",1928.417,NA,"Schmieder et al. (2012);Schmieder & von Wachter (2016)","https://ideas.repec.org/a/oup/qjecon/v127y2012i2p701-752.html;https://ideas.repec.org/a/anr/reveco/v8y2016p547-581.html"
