"program","willingness_to_pay","government_net_costs","net_income_increase","bafoeg_cost","bafoeg_repayment","program_cost","tax_revenue_increase","education_cost","mvpf","earlier_labor_market_participation_net_income","earlier_labor_market_participation_tax_revenue","benefit_receipt","cost_increased_travel_time","private_safer_traffic_valuation","public_safer_traffic_valuation","private_fuel_cost_saving","value_added_tax_loss","energy_tax_loss","local_emission_reduction","co2_emission_reducation","fiscal_externality","additional_return_value","program_name","year","category","average_age_beneficiary","short_description","average_earnings_beneficiary","notes","Papers","Links"
"shortTraining",26465.3842908525,-6903.30755322252,26465.3842908525,NA,NA,4439,-11342.3075532225,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Short Training",1993,"Active Labor Market Policy",34.8,"Government sponsored Training Program lasting less less then 6 months",1396,NA,"Lechner et. al. (2011)","https://ideas.repec.org/a/bla/jeurec/v9y2011i4p742-784.html"
"speedLimitA3",7193239.55439246,4134915.64006545,NA,NA,NA,NA,NA,NA,1.7396339322363,NA,NA,NA,-5029905.79,3227180.38547003,-408810.244440041,6864583.12542242,1308577.24147211,3235148.64303338,1060920.2,1070461.6335,NA,NA,"Speed Limit A3",2015,NA,NA,"Potential Speed Limit of 130 kmph on German Autobahn A3",NA,NA,"Thiedig (2018)","https://ideas.repec.org/p/zbw/fubsbe/201817.html"
"speedLimitA61",8001849.62712518,8684851.78456951,NA,NA,NA,NA,NA,NA,0.921357073858436,NA,NA,NA,-13065704.94,3120354.76523884,-395277.871686477,13718146.4063863,2615044.44907166,6465085.20718433,2089857.62,2139195.7755,NA,NA,"Speed Limit A61",2015,NA,NA,"Potential Speed Limit of 130 kmph on German Autobahn A61",NA,NA,"Thiedig (2018)","https://ideas.repec.org/p/zbw/fubsbe/201817.html"
"startupGrant",29810.5142796392,-2399.97171304854,29810.5142796392,NA,NA,10375.9629782254,-12775.9346912739,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Start Up Grant",2009,"Active Labor Market Policy",40.969,"The start up Grant is the follow up program to the  bridging allowance ""Überbrückungsgeld"" and start up subsidy ""Existenzgründungszuschuss"" which were replaced in 2006. This subsidy pays the individual unemloyment benefit for 6 months and an additional 300 euros for up to 15 months.",2047.962,NA,"Caliendo et. al. (2016)","https://ideas.repec.org/a/eee/eecrev/v86y2016icp87-108.html"
"startupSubsidy",18838.1103521069,6035.37511039808,18838.1103521069,NA,NA,14108.8509755868,-8073.47586518868,NA,3.12128244020021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Start Up Subsidy",2003,"Active Labor Market Policy",38.86,"The start up subsidy ""Existenzgründungszuschuss"" was a subsidy that was payed for 3 years to start up founders who received unemployment benefits before entering self-employment.",1459.378,NA,"Caliendo & Künn (2011)","https://ideas.repec.org/a/eee/pubeco/v95y2011i3p311-331.html"
"subsidizedJobOpportunities",4789.18035568984,22656.4026493161,4789.18035568984,NA,NA,20910,-2052.50586672422,NA,0.211383088031162,NA,NA,-306.103217408109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subsidized Job Opportunities",2005,"Active Labor Market Policy",NA,"Similar to  Job Creation Schemes, Subsidized Job Opportunities ""Arbeitsgelegenheiten"" are jobs where the employer receives a subsidy. The focus of subsidized job opportunities lies on reintegration. The amount of subsidy payed to the employer is not fixed and the types of jobs that can be subsizied  is more broad.",NA,NA,"Hohmeyer & Wolff (2010)","https://ideas.repec.org/p/iab/iabdpa/201021.html"
"taxReform1990",1,-0.19240416827853,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19240416827853,NA,"Top Tax Reform 1990",1990,"Top Tax Reform",NA,"In 1990 Germany reduced the top tax rate from 56% to 53%",NA,NA,"Atkinson & Piketty (2010);Gottfried & Schellhorn (2004)","https://ideas.repec.org/p/iaw/iawdip/15.html;https://ideas.repec.org/p/iaw/iawdip/15.html
"
"taxReform2000",1,0.352185678650037,NA,NA,NA,NA,NA,NA,2.83941131233133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.647814321349963,NA,"Top Tax Reform 2000",2000,"Top Tax Reform",NA,"In 2000 Germany reduced the top tax rate from 53% to 42%",NA,NA,"Doerrenberg et. al. (2017);Clementi and Gallegati (2005)","https://ideas.repec.org/a/eee/pubeco/v151y2017icp41-55.html;https://ideas.repec.org/p/arx/papers/physics-0504217.html
"
"testProgram",2,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Test Program",1970,"Test Program",50,NA,NA,"Test if everything works as expected","Chuck & Norris (2014);Du und Ich (2012)","https://example.com;https://example.com"
"trainingMeasures",4599.14388205081,-1275.06166373606,4599.14388205081,NA,NA,696,-1971.06166373606,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Training Measures",2000,"Active Labor Market Policy",37,"Government sponsored short-term training programs ""Trainingsmaßnahmen"", which where introduced again in 1998 after being abolished in 1993",NA,NA,"Biewen et. al. (2014)","https://ideas.repec.org/a/ucp/jlabec/doi10.1086-677233.html"
"trainingVoucher",-5663.47477033148,4670.85560652047,-5663.47477033148,NA,NA,2243.65213352127,2427.2034729992,NA,-1.21251334818086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Training Voucher",2003,"Active Labor Market Policy",39.03,"Training Vouchers ""Bildungsgutscheine"" are awarded to unemployed to allow them to participate in training programs usually lasting between several months and 3 years.",1901.21,NA,"Doerr et. al. (2014);Huber et al. (2018)","https://ideas.repec.org/p/iza/izadps/dp8454.html;https://ideas.repec.org/p/cpr/ceprdp/10650.html"
"tuitionFees",-3424.41712755697,-891.772992730868,-1968.94226407462,NA,NA,3301.96888196726,843.832398889124,-280.130528137644,3.84000990775737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tuition Fees",2008,"Education",21,"In 2006 and 2007 some German federal states introduced tuition fees of about 1000€ per year. All tuition fees in Germany have since been abolished again. Lower Saxony was the last state to scrap tuition fees in 2015.",NA,NA,"Gorgen & Schienle (2019);Bruckmeier & Wigger (2014)","https://ideas.repec.org/p/arx/papers/1909.08299.html;https://ideas.repec.org/a/eee/ecoedu/v41y2014icp14-23.html"
