"program","willingness_to_pay","government_net_costs","increased_net_income","increased_tax_revenue","cost_difference_between_college_and_vocational_degree","mvpf","additional_return_value","program_name","year","category","average_age_beneficiary","short_description","average_earnings_beneficiary","notes"
"shortTraining",25094.2071588303,-3876.86631909588,NA,NA,NA,Inf,NA,"Short Training",1993,"Active Labor Market Policy",34.8,"Government sponsored Training Program lasting less less then 6 months",1396,NA
"speedLimitA3",7193239.55439245,4134915.64006545,NA,NA,NA,1.7396339322363,NA,"Speed Limit A3",2015,NA,NA,"Potential Speed Limit of 130 kmph on German Autobahn A3",NA,NA
"speedLimitA61",8001849.62712518,8684851.78456951,NA,NA,NA,0.921357073858436,NA,"Speed Limit A61",2015,NA,NA,"Potential Speed Limit of 130 kmph on German Autobahn A61",NA,NA
"startupGrant",25556.9783139625,-204.174714123075,NA,NA,NA,Inf,NA,"Start Up Grant",2009,"Active Labor Market Policy",40.969,"The start up Grant is the follow up program to the  bridging allowance ""Überbrückungsgeld"" and start up subsidy ""Existenzgründungszuschuss"" which were replaced in 2006. This subsidy pays the individual unemloyment benefit for 6 months and an additional 300 euros for up to 15 months.",2047.962,NA
"startupSubsidy",16121.1779218829,8616.73485732784,NA,NA,NA,1.87091493341856,NA,"Start Up Subsidy",2003,"Active Labor Market Policy",38.86,"The start up subsidy ""Existenzgründungszuschuss"" was a subsidy that was payed for 3 years to start up founders who received unemployment benefits before entering self-employment.",1459.378,NA
"subsidizedJobOpportunities",6708.94826119932,20607.3904785763,NA,NA,NA,0.325560301687593,NA,"Subsidized Job Opportunities",2005,"Active Labor Market Policy",NA,"Similar to  Job Creation Schemes, Subsidized Job Opportunities ""Arbeitsgelegenheiten"" are jobs where the employer receives a subsidy. The focus of subsidized job opportunities lies on reintegration. The amount of subsidy payed to the employer is not fixed and the types of jobs that can be subsizied  is more broad.",NA,NA
"taxReform1990",1,-0.19240416827853,NA,NA,NA,Inf,NA,"Top Tax Reform 1990",1990,"Top Tax Reform",NA,"In 1990 Germany reduced the top tax rate from 56% to 53%",NA,NA
"taxReform2000",1,0.352185678650037,NA,NA,NA,2.83941131233133,NA,"Top Tax Reform 2000",2000,"Top Tax Reform",NA,"In 2000 Germany reduced the top tax rate from 53% to 42%",NA,NA
"testProgram",2,1,NA,NA,NA,2,5,"Test Program",1970,"Test Program",50,NA,NA,"Test if everything works as expected"
"trainingMeasures",4261.23048882712,-758.388719908053,NA,NA,NA,Inf,NA,"Training Measures",2000,"Active Labor Market Policy",37,"Government sponsored short-term training programs ""Trainingsmaßnahmen"", which where introduced again in 1998 after being abolished in 1993",NA,NA
"trainingVoucher",-5803.35392469547,4212.78159365393,NA,NA,NA,-1.37755869742631,NA,"Training Voucher",2003,"Active Labor Market Policy",39.03,"Training Vouchers ""Bildungsgutscheine"" are awarded to unemployed to allow them to participate in training programs usually lasting between several months and 3 years.",1901.21,NA
"tuitionFees",-1667.56295150719,-1167.13612987853,NA,NA,NA,1.42876474201921,NA,"Tuition Fees",2008,"Education",21,"In 2006 and 2007 some German federal states introduced tuition fees of about 1000€ per year. All tuition fees in Germany have since been abolished again. Lower Saxony was the last state to scrap tuition fees in 2015.",NA,NA
