"program","willingness_to_pay","government_net_costs","reform_valuation","net_income_increase","program_cost","tax_revenue_increase","education_cost","prices_year","mvpf","bafoeg_valuation","bafoeg_cost","bafoeg_repayment","private_safer_traffic_valuation","utility_loss_helmet","helmet_cost","co2_emission_reducation","private_health_cost","value_added_tax_loss","public_health_cost","public_safer_traffic_valuation","valuation_lower_risk_of_dying","income_loss","earlier_labor_market_participation_net_income","earlier_labor_market_participation_tax_revenue","child_care_cost_reduction","benefit_receipt","tax_revenue_increase_children","cost_increased_travel_time","private_fuel_cost_saving","energy_tax_loss","local_emission_reduction","fiscal_externality","valuation_reduced_risk","government_net_costs_per_program_cost","willingness_to_pay_per_program_cost","fiscal_externality_per_euro","program_name","year","category","average_age_beneficiary","short_description","average_earnings_beneficiary","notes","Papers","Links"
"taxReform1990",1,-0.19240416827853,NA,NA,1,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.19240416827853,NA,-0.19240416827853,1,-1.19240416827853,"Top Tax Reform 1990",1990,"Top Tax Reform",NA,"In 1990 Germany reduced the top tax rate from 56% to 53%",NA,NA,"Atkinson & Piketty (2010);Gottfried & Schellhorn (2004)","https://ideas.repec.org/p/iaw/iawdip/15.html;https://ideas.repec.org/p/iaw/iawdip/15.html
"
"taxReform2000",1,0.352185678650037,NA,NA,1,NA,NA,NA,2.83941131233133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.647814321349963,NA,0.352185678650037,1,-0.647814321349963,"Top Tax Reform 2000",2000,"Top Tax Reform",NA,"Between 2001 and 2005 Germany reduced the top tax rate from 53% to 42%",NA,NA,"Doerrenberg et. al. (2017);Clementi and Gallegati (2005)","https://ideas.repec.org/a/eee/pubeco/v151y2017icp41-55.html;https://ideas.repec.org/p/arx/papers/physics-0504217.html
"
"trainingMeasures",8223.0357268922,871.088861076345,NA,8223.0357268922,871.088861076345,0,NA,2000,9.43995049682022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9.43995049682022,0,"Training Measures",2000,"Labor Market Policy",37,"Government sponsored short-term training programs ""Trainingsmaßnahmen"", which where introduced again in 1998 after being abolished in 1993",NA,NA,"Biewen et. al. (2014)","https://ideas.repec.org/a/ucp/jlabec/doi10.1086-677233.html"
"trainingVoucher",-9689.43502195291,2687.00854313925,NA,-9689.43502195291,2687.00854313925,0,NA,2003,-3.60603059736933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-3.60603059736933,0,"Training Voucher",2003,"Labor Market Policy",39.03,"Training Vouchers ""Bildungsgutscheine"" are awarded to unemployed to allow them to participate in training programs usually lasting between several months and 3 years.",1901.21,NA,"Doerr et. al. (2014);Huber et al. (2018)","https://ideas.repec.org/p/iza/izadps/dp8454.html;https://ideas.repec.org/p/cpr/ceprdp/10650.html"
"tuitionFees",-4644.44997437007,-1888.58040437431,NA,-3060.69060170157,-3593.0020478425,0,-304.821031705815,2008,2.45922808666904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.525627422202098,1.29263771980284,-0.474372577797902,"Tuition Fees",2008,"Education",21,"In 2006 and 2007 some German federal states introduced tuition fees of about 1000€ per year. All tuition fees in Germany have since been abolished again. Lower Saxony was the last state to scrap tuition fees in 2015.",NA,NA,"Gorgen & Schienle (2019);Bruckmeier & Wigger (2014)","https://ideas.repec.org/p/arx/papers/1909.08299.html;https://ideas.repec.org/a/eee/ecoedu/v41y2014icp14-23.html"
"unemploymentBenefits2002",1.4043583535109,1.73096078607311,NA,NA,1.21065375302663,NA,NA,2002,0.811317255023927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.520307033046478,0.193704600484261,1.42977360929639,1.16,0.42977360929639,"Unemployment Benefits Age 45",2002,"Unemployment Insurance",45,"A discountinuity at the age of 45 in the German federal unemployment insurance system can be exploited to estimate the efficiency costs associated with expanding unemployment insurance for 45 year olds in Germany. Together with results from the theoretical literature on unemployment benefits, it is possible to calculate the implied MVPF.",1999.866,NA,"Caliendo et al. (2013);Schmieder & von Wachter (2016)","https://ideas.repec.org/a/wly/japmet/v28y2013i4p604-627.html;https://ideas.repec.org/a/anr/reveco/v8y2016p547-581.html"
"unemploymentBenefits2006",-1.32420091324201,-1.16365080869084,NA,NA,-1.14155251141553,NA,NA,2006,1.13797103336507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0220982972753135,-0.182648401826484,1.01935810841317,1.16,0.0193581084131746,"Unemployment Benefits Hartz Reform",2006,"Unemployment Insurance",50.4924,"In 2006 the unemployment benefit duration was cut as part of the Hartz reforms. In contrast to the other studies which evaluate unemployment benefits, identification is not based on discontinuities in the benefit scheme but rather on the fact that not all age groups were affected by the Hartz reform. The MVPF is calculated for individuals who underwent medical rehabilitation treatments.",NA,NA,"Petrunyk & Pfeifer (2018);Schmieder et al. (2012);Schmieder & von Wachter (2016)","https://ideas.repec.org/p/iza/izadps/dp11300.html;https://ideas.repec.org/a/oup/qjecon/v127y2012i2p701-752.html;https://ideas.repec.org/a/anr/reveco/v8y2016p547-581.html"
"unemploymentBenefits42",1.61335187760779,1.55102797295711,NA,NA,1.39082058414465,NA,NA,1993,1.04018232149086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.160207388812468,0.222531293463143,1.11518911255616,1.16,0.115189112556164,"Unemployment Benefits Age 42",1993,"Unemployment Insurance",42,"A discountinuity at the age of 42 in the German federal unemployment insurance system can be exploited to estimate the efficiency costs associated with expanding unemployment insurance for 42 year olds in Germany. Together with results from the theoretical literature on unemployment benefits, it is possible to calculate the implied MVPF.",1934.5,NA,"Schmieder et al. (2012);Schmieder & von Wachter (2016)","https://ideas.repec.org/a/oup/qjecon/v127y2012i2p701-752.html;https://ideas.repec.org/a/anr/reveco/v8y2016p547-581.html"
"unemploymentBenefits44",1.61335187760779,1.57019136057191,NA,NA,1.39082058414465,NA,NA,1993,1.02748742485767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.179370776427263,0.222531293463143,1.1289675882512,1.16,0.128967588251202,"Unemployment Benefits Age 44",1993,"Unemployment Insurance",44,"A discountinuity at the age of 44 in the German federal unemployment insurance system can be exploited to estimate the efficiency costs associated with expanding unemployment insurance for 44 year olds in Germany. Together with results from the theoretical literature on unemployment benefits, it is possible to calculate the implied MVPF.",1928.417,NA,"Schmieder et al. (2012);Schmieder & von Wachter (2016)","https://ideas.repec.org/a/oup/qjecon/v127y2012i2p701-752.html;https://ideas.repec.org/a/anr/reveco/v8y2016p547-581.html"
"unemploymentBenefits49",1.61335187760779,1.58316717372276,NA,NA,1.39082058414465,NA,NA,1993,1.01906602435045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.192346589578113,0.222531293463143,1.13829719790666,1.16,0.138297197906663,"Unemployment Benefits Age 49",1993,"Unemployment Insurance",42,"A discountinuity at the age of 49 in the German federal unemployment insurance system can be exploited to estimate the efficiency costs associated with expanding unemployment insurance for 49 year olds in Germany. Together with results from the theoretical literature on unemployment benefits, it is possible to calculate the implied MVPF.",1925.375,NA,"Schmieder et al. (2012);Schmieder & von Wachter (2016)","https://ideas.repec.org/a/oup/qjecon/v127y2012i2p701-752.html;https://ideas.repec.org/a/anr/reveco/v8y2016p547-581.html"
